City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Buchanan,LR,5.8808,-10.0467,84.16,80,76,8.57,broken clouds
446,Ganta,LR,7.3022,-8.5308,80.94,35,17,1.72,few clouds
447,Timra,SE,62.487,17.3257,11.91,92,14,3.44,fog
448,Ogulin,HR,45.2661,15.2286,47.28,98,100,2.89,overcast clouds
449,Oussouye,SN,12.485,-16.5469,98.78,34,5,9.48,clear sky
450,San Javier,ES,37.8063,-0.8374,58.98,81,40,5.99,scattered clouds
451,Rio Cauto,CU,20.5603,-76.9161,87.06,22,4,11.65,clear sky
452,Varkkallai,IN,8.7341,76.7067,82.18,81,99,3.18,overcast clouds
453,Peniche,PT,39.3558,-9.3811,56.68,78,0,16.64,clear sky
454,Weligama,LK,5.9667,80.4167,73.96,86,10,5.28,clear sky
455,Hit,IQ,33.6416,42.8251,53.51,51,5,4.09,clear sky
456,Grindavik,IS,63.8424,-22.4338,26.55,80,40,6.91,scattered clouds
457,Luwuk,ID,-0.9516,122.7875,76.8,87,100,3.18,overcast clouds
458,Egvekinot,RU,66.3167,-179.1667,-10.17,86,10,13.51,clear sky
459,Sistranda,NO,63.7256,8.834,34.9,60,100,22.08,overcast clouds
460,Winnemucca,US,40.973,-117.7357,40.1,48,0,0.0,clear sky
461,Dudinka,RU,69.4058,86.1778,-20.04,100,94,3.44,overcast clouds
462,Flinders,AU,-34.5833,150.8552,68.38,81,99,7.0,overcast clouds
463,Jodar,ES,37.8406,-3.3526,54.37,76,46,4.21,scattered clouds
464,Mehamn,NO,71.0357,27.8492,22.48,83,5,22.17,clear sky
465,Krasnoselkup,RU,65.7,82.4667,-12.28,100,87,6.49,overcast clouds
466,Kindu,CD,-2.95,25.95,69.93,93,83,3.09,light rain
467,Baruun-Urt,MN,46.6806,113.2792,-1.43,90,12,6.53,few clouds
468,Alanya,TR,36.5438,31.9998,48.33,52,0,4.9,clear sky
469,Matara,LK,5.9485,80.5353,73.42,88,6,7.56,clear sky
470,Tilichiki,RU,60.4667,166.1,-1.21,84,27,7.43,scattered clouds
471,Kiama,AU,-34.6833,150.8667,68.58,80,100,1.99,overcast clouds
472,Hohhot,CN,40.8106,111.6522,-0.11,71,0,6.71,clear sky
473,Matamoros,MX,25.5333,-103.25,48.11,49,20,3.44,few clouds
474,Sibolga,ID,1.7427,98.7792,75.54,90,100,3.24,overcast clouds
475,Saint-Pierre,RE,-21.3393,55.4781,82.08,69,0,9.22,clear sky
476,Darnah,LY,32.767,22.6367,57.83,66,0,14.07,clear sky
477,Tsiroanomandidy,MG,-18.7667,46.0333,67.57,94,100,6.62,overcast clouds
478,Taos,US,36.4072,-105.5731,39.2,65,0,4.61,clear sky
479,Buchlovice,CZ,49.0863,17.3385,40.24,71,51,8.57,broken clouds
480,Rocha,UY,-34.4833,-54.3333,71.65,73,98,12.71,overcast clouds
481,Nortelandia,BR,-14.4547,-56.8028,89.69,55,67,2.46,broken clouds
482,Batagay,RU,67.6333,134.6333,-39.77,99,100,1.36,overcast clouds
483,Japura,ID,-0.3167,102.35,72.82,98,98,2.66,light rain
484,Sovetskaya Gavan,RU,48.9723,140.2878,8.85,70,100,11.14,overcast clouds
485,Progreso,MX,21.2833,-89.6667,74.1,73,85,17.98,overcast clouds
486,Port Augusta,AU,-32.5,137.7667,74.71,29,51,18.34,broken clouds
487,Keti Bandar,PK,24.1447,67.4497,70.72,63,0,9.28,clear sky
488,Evensk,RU,61.95,159.2333,15.46,41,12,21.77,few clouds
489,Moussoro,TD,13.6408,16.4901,68.43,13,0,13.06,clear sky
490,Zhongshu,CN,24.5167,103.7667,45.84,96,100,4.16,overcast clouds
491,Mabama,TZ,-5.1333,32.5333,65.75,91,100,3.36,overcast clouds
492,Vanimo,PG,-2.6741,141.3028,77.67,87,98,5.97,overcast clouds
493,Kahama,TZ,-3.8333,32.6,63.66,92,100,2.24,overcast clouds
494,Murygino,RU,58.7383,49.4582,18.1,95,97,6.73,overcast clouds
495,Udachnyy,RU,66.4167,112.4,-31.74,100,87,3.22,overcast clouds
496,Richards Bay,ZA,-28.783,32.0377,72.93,84,100,10.27,light rain
497,Havoysund,NO,70.9963,24.6622,29.28,70,9,32.23,clear sky
498,Luganville,VU,-15.5333,167.1667,78.75,86,93,5.3,overcast clouds
499,Tual,ID,-5.6667,132.75,82.99,76,100,9.91,overcast clouds
500,Turukhansk,RU,65.8167,87.9833,-13.07,100,66,2.68,broken clouds
501,Kuytun,RU,54.3419,101.5036,20.16,90,100,7.23,overcast clouds
502,Yenagoa,NG,4.9247,6.2642,82.45,65,0,8.48,clear sky
503,Ambatofinandrahana,MG,-20.55,46.8,61.45,95,100,28.14,moderate rain
504,Komsomolskiy,UZ,40.4272,71.7189,40.42,48,100,4.61,overcast clouds
505,Sur,OM,22.5667,59.5289,72.73,52,0,6.67,clear sky
506,Cockburn Town,TC,21.4612,-71.1419,76.3,68,52,16.84,broken clouds
507,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,88,75,15.59,broken clouds
508,Kitui,KE,-1.367,38.0106,69.24,61,100,3.85,overcast clouds
509,Altamont,US,42.2068,-121.7372,41.77,66,0,1.99,clear sky
510,Dickinson,US,29.4608,-95.0513,48.22,48,0,3.0,clear sky
511,Nome,US,64.5011,-165.4064,1.47,51,0,12.66,clear sky
512,Ponta Delgada,PT,37.7333,-25.6667,64.51,77,20,14.97,few clouds
513,Whitehorse,CA,60.7161,-135.0538,13.8,85,75,12.66,broken clouds
514,Alice Springs,AU,-23.7,133.8833,60.35,82,0,5.75,clear sky
515,Ziezmariai,LT,54.8,24.45,35.69,91,100,14.85,overcast clouds
516,Kontagora,NG,10.3999,5.4695,81.12,15,0,4.65,clear sky
517,Calabozo,VE,8.9242,-67.4293,96.35,28,2,5.26,clear sky
518,Byron Bay,AU,-28.65,153.6167,66.15,73,80,20.13,broken clouds
519,Shelabolikha,RU,53.4131,82.6167,-3.77,98,55,3.65,broken clouds
520,Goderich,CA,43.7501,-81.7165,19.9,62,93,6.91,overcast clouds
521,Zhangjiakou,CN,40.81,114.8794,11.52,69,3,4.76,light snow
522,Taltal,CL,-25.4,-70.4833,71.53,65,24,5.17,few clouds
523,Springfield,US,37.2153,-93.2982,39.47,53,6,4.0,clear sky
524,The Valley,AI,18.217,-63.0578,82.26,88,40,11.5,scattered clouds
525,Natal,BR,-5.795,-35.2094,88.45,62,20,14.97,few clouds
526,Deputatskiy,RU,69.3,139.9,-29.85,97,91,3.11,overcast clouds
527,Grand Gaube,MU,-20.0064,57.6608,80.38,80,100,10.0,overcast clouds
528,Albufeira,PT,37.0882,-8.2503,64.24,68,7,8.75,clear sky
529,Caravelas,BR,-17.7125,-39.2481,78.13,79,100,8.9,overcast clouds
530,Muros,ES,42.7762,-9.0603,53.1,69,0,14.65,clear sky
531,Neyshabur,IR,36.2133,58.7958,41.94,68,87,5.23,overcast clouds
532,Nuevitas,CU,21.5453,-77.2644,85.44,50,2,12.21,clear sky
533,Muzhi,RU,65.3667,64.6667,-14.46,100,52,1.88,broken clouds
534,Trincomalee,LK,8.5711,81.2335,78.75,72,34,12.19,scattered clouds
535,Mosquera,CO,4.7059,-74.2302,64.49,59,75,9.22,broken clouds
536,Hobyo,SO,5.3505,48.5268,76.23,70,5,10.47,clear sky
537,Hakodate,JP,41.7758,140.7367,22.84,76,31,10.51,scattered clouds
538,Calvinia,ZA,-31.4707,19.776,83.26,26,8,8.32,clear sky
539,Talnakh,RU,69.4865,88.3972,-17.63,100,100,3.18,overcast clouds
540,Southbridge,US,42.0751,-72.0334,25.92,67,36,15.99,scattered clouds
541,Hilton Head Island,US,32.2163,-80.7526,55.99,63,0,16.11,clear sky
542,Ihosy,MG,-22.4,46.1167,69.96,89,100,20.24,moderate rain
543,Pacific Grove,US,36.6177,-121.9166,64.81,57,0,1.01,clear sky
544,Doha,QA,25.2867,51.5333,66.18,50,0,13.8,clear sky
545,Savinskiy,RU,62.9342,40.1361,8.13,90,80,8.03,broken clouds
546,Korla,CN,41.7597,86.1469,24.69,41,96,8.79,overcast clouds
547,Havre-Saint-Pierre,CA,50.2334,-63.5986,7.39,66,100,17.27,overcast clouds
548,Afrikanda,RU,67.4429,32.7828,16.59,92,100,12.3,light snow
549,Souillac,MU,-20.5167,57.5167,80.37,89,75,20.71,light intensity shower rain
550,Adrar,MR,20.5022,-10.0711,72.72,7,0,8.63,clear sky
551,Virginia Beach,US,36.8529,-75.978,43.02,49,40,3.0,scattered clouds
552,Araouane,ML,18.9048,-3.5265,70.84,10,100,7.94,overcast clouds
553,Moron,AR,-34.6534,-58.6198,73.96,60,55,12.88,broken clouds
554,Chipinge,ZW,-20.1883,32.6236,64.35,81,42,7.07,light rain
555,Banyliv,UA,48.3661,25.3455,33.44,75,93,9.26,overcast clouds
556,Puerto Narino,CO,-3.7703,-70.3831,82.35,83,97,2.57,overcast clouds
557,Karasjok,NO,69.4719,25.5112,23.11,92,100,17.52,light snow
558,Pochutla,MX,15.7432,-96.4661,86.83,33,3,8.68,clear sky
559,Mount Pleasant,US,32.7941,-79.8626,55.18,44,0,1.01,clear sky
560,Old Saybrook,US,41.2918,-72.3762,28.45,49,6,5.01,clear sky
561,Wasilla,US,61.5814,-149.4394,26.4,82,100,0.0,light snow
562,Kailua,US,21.4022,-157.7394,71.65,91,13,1.99,few clouds
563,Vlore,AL,40.4667,19.4897,53.53,70,100,2.44,overcast clouds
564,Buturlinovka,RU,50.8239,40.6092,0.82,100,72,4.27,broken clouds
565,Maputo,MZ,-25.9653,32.5892,78.48,78,40,17.27,scattered clouds
566,Sidi Bin Nur,TN,35.5333,10.9167,58.91,64,100,6.49,overcast clouds
567,Estevan,CA,49.1334,-102.9842,34.14,93,100,7.31,fog
568,Boyolangu,ID,-8.1181,111.8935,75.07,86,40,1.12,scattered clouds
569,Coruripe,BR,-10.1256,-36.1756,83.52,57,100,13.56,overcast clouds
570,Valparaiso,CL,-33.0393,-71.6273,69.48,66,0,16.11,clear sky
571,At-Bashi,KG,41.1702,75.8106,0.63,62,99,2.64,overcast clouds
572,Prainha,BR,-1.8,-53.48,82.29,79,98,4.0,overcast clouds
573,Riyadh,SA,24.6877,46.7219,57.34,30,0,10.78,clear sky
574,Port Blair,IN,11.6667,92.75,80.64,83,20,2.3,mist
575,Berbera,SO,10.4396,45.0143,76.46,59,95,2.01,overcast clouds
576,Skelleftea,SE,64.7507,20.9528,23.36,67,43,1.01,scattered clouds
577,Muravlenko,RU,63.7898,74.523,-10.16,100,100,2.89,overcast clouds
578,Portalegre,PT,39.2938,-7.4312,53.89,73,0,4.41,clear sky
579,Bocas Del Toro,PA,9.3333,-82.25,88.07,70,7,10.27,clear sky
580,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,44,0,5.75,clear sky
581,Mago,RU,53.2514,140.1822,0.25,94,100,5.01,overcast clouds
582,Riachao Das Neves,BR,-11.7461,-44.91,81.93,67,100,1.81,overcast clouds
583,Imeni Poliny Osipenko,RU,52.4201,136.4853,0.09,94,100,5.06,overcast clouds
584,Moulins,FR,46.5,3.3333,42.6,78,84,2.59,broken clouds
585,Margate,GB,51.3813,1.3862,49.96,74,100,11.99,overcast clouds
586,Ushumun,RU,52.7833,126.5333,-0.6,86,100,6.11,overcast clouds
587,Sujiatun,CN,41.6592,123.3392,12.38,57,0,4.47,clear sky
588,Shingu,JP,33.7333,135.9833,38.91,75,69,8.46,broken clouds
589,Ostersund,SE,63.1792,14.6357,25.25,58,0,12.66,clear sky
590,Cururupu,BR,-1.8283,-44.8683,81.77,78,87,6.02,light rain
591,Orlik,RU,52.5178,99.825,-1.57,91,97,3.62,overcast clouds
592,Neepawa,CA,50.2289,-99.4664,0.81,89,100,6.33,overcast clouds
593,Vicuna,CL,-30.0319,-70.7081,93.78,24,0,12.24,clear sky
594,Rockhampton,AU,-23.3833,150.5,73.29,60,100,12.66,overcast clouds
595,West Wendover,US,40.7391,-114.0733,39.85,34,0,0.31,clear sky
596,Tigil,RU,57.8,158.6667,7.56,82,91,7.83,overcast clouds
597,Port Hedland,AU,-20.3167,118.5667,84.25,79,40,3.44,scattered clouds
598,Bombay,IN,19.0144,72.8479,73.38,53,0,3.44,smoke
599,Shebekino,RU,50.4097,36.9136,22.42,100,96,5.28,light snow
600,Ha Tinh,VN,18.3333,105.9,59.2,84,100,4.52,overcast clouds
601,Neuquen,AR,-38.9516,-68.0591,75.09,38,40,2.3,scattered clouds
602,Grand-Santi,GF,4.25,-54.3833,79.92,92,48,3.83,scattered clouds
603,Emba,KZ,48.8264,58.1442,23.05,93,100,6.08,overcast clouds
604,Pierre,US,44.3683,-100.351,54.52,33,0,1.99,clear sky
605,Piacabucu,BR,-10.4056,-36.4344,83.16,63,100,12.64,overcast clouds
606,Merauke,ID,-8.4667,140.3333,80.29,86,100,9.15,overcast clouds
607,Urumqi,CN,43.801,87.6005,2.35,85,93,2.24,mist
608,Puerto Colombia,CO,10.9878,-74.9547,87.89,70,6,22.46,clear sky
609,Inirida,CO,3.8653,-67.9239,84.36,69,96,4.68,overcast clouds
610,Saint-Georges,GD,12.0564,-61.7485,83.88,65,75,19.57,broken clouds
611,Guayaramerin,BO,-10.8368,-65.3614,89.65,55,40,9.22,scattered clouds
612,Avera,US,33.194,-82.5271,50.68,41,6,7.78,clear sky
613,Saint-Leu,RE,-21.15,55.2833,81.46,84,100,9.82,moderate rain
614,Oktyabrskoye,RU,43.0645,44.7417,24.94,92,96,4.47,overcast clouds
615,Pangkalanbuun,ID,-2.6833,111.6167,73.92,96,100,2.59,overcast clouds
616,Ribeira Brava,PT,32.65,-17.0667,71.13,41,0,11.56,clear sky
617,Mount Isa,AU,-20.7333,139.5,74.97,38,0,3.44,clear sky
618,Tatawin,TN,32.9297,10.4518,65.28,28,64,5.39,broken clouds
619,Husavik,IS,66.0449,-17.3389,13.91,96,100,27.11,snow
620,Nanchang,CN,28.6833,115.8833,43.05,77,100,7.85,light rain
621,Lluta,PE,-16.0147,-72.0142,62.87,54,83,11.18,broken clouds
622,Ajdabiya,LY,30.7554,20.2263,57.63,52,50,8.14,scattered clouds
623,Ixtapa,MX,20.7,-105.2,76.23,61,75,3.44,broken clouds
624,Banikoara,BJ,11.2985,2.4386,79.41,13,0,5.5,clear sky
625,Yulara,AU,-25.2406,130.9889,67.84,52,0,6.91,clear sky
626,Danane,CI,7.2596,-8.155,81.57,34,10,2.01,clear sky
627,Aswan,EG,24.0934,32.907,55.17,44,0,10.98,clear sky
628,Eureka,US,40.8021,-124.1637,56.19,51,0,3.27,clear sky
629,Zyryanka,RU,65.75,150.85,-40.88,100,52,3.47,broken clouds
630,Madimba,TZ,-10.4,40.3333,77.72,77,100,5.66,overcast clouds
631,Tandil,AR,-37.3217,-59.1332,61.99,86,99,19.22,overcast clouds
632,Ongwediva,NA,-17.7833,15.7667,69.1,78,100,12.59,moderate rain
633,Northam,GB,51.0333,-4.2167,51.42,86,100,30.06,overcast clouds
634,Estelle,US,29.8458,-90.1067,48.06,51,0,11.5,clear sky
635,San Cristobal,VE,7.7669,-72.225,75.38,69,98,1.72,overcast clouds
636,Santa Rosa,PH,14.3122,121.1114,78.78,71,93,14.56,overcast clouds
637,Ahuimanu,US,21.4447,-157.8378,77.45,83,75,1.99,broken clouds
638,Qandala,SO,11.472,49.8728,75.06,62,81,0.29,broken clouds
639,Saint-Francois,FR,46.4154,3.9054,38.68,86,0,1.14,clear sky
640,Okhotsk,RU,59.3833,143.3,-8.39,70,0,12.3,clear sky
641,Sungaipenuh,ID,-2.0833,101.3833,64.35,100,100,3.53,overcast clouds
642,Khuzdar,PK,27.7384,66.6434,54.25,26,0,3.69,clear sky
643,Abnub,EG,27.2696,31.1511,55.62,49,0,7.36,clear sky
644,Farafangana,MG,-22.8167,47.8333,77.5,94,100,37.87,heavy intensity rain
645,Kurilsk,RU,45.2333,147.8833,22.82,84,100,18.21,light snow
646,Divnomorskoye,RU,44.5011,38.1353,36.3,93,100,9.62,overcast clouds
647,Khash,IR,28.2211,61.2158,56.41,37,0,13.09,clear sky
648,Kalianget,ID,-7.05,113.9333,78.8,86,100,8.9,overcast clouds
649,Barstow,US,34.8986,-117.0228,58.48,20,0,3.0,clear sky
650,Honningsvag,NO,70.9821,25.9704,29.05,73,20,33.06,few clouds
651,Ambon,ID,-3.6954,128.1814,77.14,88,20,5.75,few clouds
652,Warrnambool,AU,-38.3833,142.4833,60.82,81,100,10.31,overcast clouds
653,Bol,TD,13.4586,14.7147,71.4,34,4,17.31,clear sky
654,Otane,NZ,-39.8833,176.6333,61.02,99,100,0.63,overcast clouds
655,Mundo Nuevo,MX,18.7,-95.5,60.53,76,100,26.62,overcast clouds
656,Aksarka,RU,66.5606,67.7975,-18.0,100,62,3.94,broken clouds
657,Vercelli,IT,45.3231,8.4153,50.81,78,0,4.16,clear sky
658,Penzance,GB,50.1186,-5.5371,51.01,82,100,31.56,overcast clouds
659,Bilibino,RU,68.0546,166.4372,-15.23,94,13,4.72,few clouds
660,Enid,US,36.3956,-97.8784,40.3,60,0,5.99,clear sky
661,Balaipungut,ID,1.05,101.2833,73.81,98,100,1.92,overcast clouds
662,Mahur,IN,25.1667,93.1167,45.46,98,21,1.16,few clouds
663,Aloleng,PH,16.1307,119.7824,76.37,74,95,9.15,overcast clouds
664,Syumsi,RU,57.1111,51.6149,20.59,96,100,3.96,overcast clouds
665,Kutum,SD,14.2,24.6667,57.45,18,18,12.26,few clouds
666,Clifton,US,40.8584,-74.1638,30.63,59,75,8.01,broken clouds
667,Tadine,NC,-21.55,167.8833,79.43,90,100,7.65,moderate rain
668,Kharp,RU,66.8014,65.8081,-7.13,98,10,4.27,clear sky
669,Pierreville,CA,46.0703,-72.8112,13.73,40,6,8.05,clear sky
