City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
262,Havoysund,NO,2022-01-27 03:39:09,70.9963,24.6622,27.48,76,100,5.95
263,Sabha,LY,2022-01-27 03:40:50,27.0377,14.4283,38.75,56,6,8.37
264,Hondo,JP,2022-01-27 03:40:50,32.45,130.2,48.15,58,98,5.53
265,Provideniya,RU,2022-01-27 03:40:39,64.3833,-173.3,-3.64,71,75,4.47
266,Buenos Aires,AR,2022-01-27 03:40:42,-34.6132,-58.3772,62.96,70,0,11.5
267,Lompoc,US,2022-01-27 03:40:51,34.6391,-120.4579,56.12,88,0,0.0
268,Chemax,MX,2022-01-27 03:40:51,20.65,-87.9333,69.12,99,31,3.36
269,Vannes,FR,2022-01-27 03:40:52,47.8333,-2.5,36.86,94,0,2.68
270,Sibut,CF,2022-01-27 03:40:52,5.718,19.0739,69.94,28,100,4.76
271,Dinar,TR,2022-01-27 03:40:53,38.065,30.1656,17.56,95,16,3.87
272,Berlevag,NO,2022-01-27 03:38:03,70.8578,29.0864,24.94,80,100,13.02
273,Harper,LR,2022-01-27 03:40:53,4.375,-7.7169,78.39,82,16,5.88
274,Russell,US,2022-01-27 03:40:54,32.3502,-85.1999,45.68,41,0,6.91
275,Koboko,UG,2022-01-27 03:40:54,3.4136,30.9599,67.84,36,90,2.17
276,Caravelas,BR,2022-01-27 03:39:13,-17.7125,-39.2481,74.03,93,67,3.38
277,Steamboat Springs,US,2022-01-27 03:40:55,40.485,-106.8317,22.5,72,100,0.0
278,Phibun Mangsahan,TH,2022-01-27 03:40:56,15.2447,105.2291,84.18,32,26,4.97
279,Pandan,PH,2022-01-27 03:40:56,14.0453,124.1694,82.94,75,91,9.46
280,Broken Hill,AU,2022-01-27 03:40:57,-31.95,141.4333,98.31,23,40,10.36
281,Kutum,SD,2022-01-27 03:40:57,14.2,24.6667,47.82,32,100,12.24
282,Serenje,ZM,2022-01-27 03:40:58,-13.2325,30.2352,59.9,99,100,5.32
283,Makokou,GA,2022-01-27 03:40:58,0.5738,12.8642,69.93,93,82,1.97
284,Poum,NC,2022-01-27 03:40:58,-20.2333,164.0167,81.54,75,25,12.5
285,Avenal,US,2022-01-27 03:40:59,36.0041,-120.129,54.54,38,0,0.98
286,Arraial Do Cabo,BR,2022-01-27 03:40:59,-22.9661,-42.0278,75.09,86,10,22.08
287,Owando,CG,2022-01-27 03:41:00,-0.4819,15.8999,69.78,86,32,2.84
288,Saldanha,ZA,2022-01-27 03:41:00,-33.0117,17.9442,59.05,92,0,11.65
289,Sao Filipe,CV,2022-01-27 03:41:00,14.8961,-24.4956,73.67,72,94,13.56
290,Brainerd,US,2022-01-27 03:41:01,46.358,-94.2008,34.05,74,100,11.5
291,Guerrero Negro,MX,2022-01-27 03:41:01,27.9769,-114.0611,62.28,57,100,5.95
292,Klaksvik,FO,2022-01-27 03:41:02,62.2266,-6.589,36.52,69,100,29.19
293,Tura,IN,2022-01-27 03:41:02,25.5198,90.2201,63.34,66,45,4.65
294,Abu Samrah,SY,2022-01-27 03:41:03,35.3029,37.1841,38.37,90,100,12.19
295,Nishihara,JP,2022-01-27 03:36:56,26.1842,127.7558,73.45,64,75,9.22
296,Chara,RU,2022-01-27 03:41:03,56.9064,118.2631,-10.07,93,41,1.23
297,Hirara,JP,2022-01-27 03:41:04,24.8,125.2833,76.86,64,20,14.97
298,San Jose,US,2022-01-27 03:40:38,37.3394,-121.895,56.98,73,0,0.0
299,Bilibino,RU,2022-01-27 03:41:04,68.0546,166.4372,-28.3,95,54,2.8
300,Salinopolis,BR,2022-01-27 03:41:05,-0.6136,-47.3561,78.84,84,100,6.44
301,Coihaique,CL,2022-01-27 03:41:05,-45.5752,-72.0662,56.01,66,0,0.98
302,La Crosse,US,2022-01-27 03:41:05,43.8014,-91.2396,19.31,68,0,14.97
303,Troutdale,US,2022-01-27 03:41:06,45.5393,-122.3873,40.6,74,0,18.01
304,Homer,US,2022-01-27 03:41:06,59.6425,-151.5483,28.27,85,100,8.05
305,Toccoa,US,2022-01-27 03:41:07,34.5773,-83.3324,41.56,66,100,0.0
306,Pangoa,PE,2022-01-27 03:41:07,-12.1167,-73.0,67.98,99,100,2.08
307,Zhaoyang,CN,2022-01-27 03:41:08,42.682,126.0305,12.49,80,17,3.65
308,Port-Gentil,GA,2022-01-27 03:41:08,-0.7193,8.7815,80.1,80,100,10.45
309,Bullhead City,US,2022-01-27 03:39:51,35.1478,-114.5683,57.81,26,0,11.5
310,Carutapera,BR,2022-01-27 03:41:08,-1.195,-46.02,74.82,94,100,4.03
311,Kavieng,PG,2022-01-27 03:41:09,-2.5744,150.7967,83.91,74,79,7.78
312,Crotone,IT,2022-01-27 03:41:09,39.0851,17.1178,45.7,67,0,4.23
313,Vicente Guerrero,MX,2022-01-27 03:41:10,19.1194,-98.1708,53.58,64,1,4.14
314,Suez,EG,2022-01-27 03:41:10,29.9737,32.5263,44.29,71,12,8.03
315,Lamu,KE,2022-01-27 03:41:10,-2.2717,40.902,77.22,79,3,9.66
316,Joshimath,IN,2022-01-27 03:41:11,30.5667,79.5667,38.46,41,10,1.43
317,Touros,BR,2022-01-27 03:36:55,-5.1989,-35.4608,77.9,79,100,10.0
318,Nicoya,CR,2022-01-27 03:41:11,10.1483,-85.452,76.55,76,72,8.32
319,Olafsvik,IS,2022-01-27 03:41:12,64.8945,-23.7142,34.3,61,100,6.85
320,Lata,PT,2022-01-27 03:41:12,40.1629,-8.3327,46.81,77,63,5.44
321,Karymskoye,RU,2022-01-27 03:41:13,51.6167,114.35,0.32,83,45,3.38
322,Longyearbyen,SJ,2022-01-27 03:41:13,78.2186,15.6401,8.44,66,75,2.3
323,Dingle,PH,2022-01-27 03:41:14,10.9995,122.6711,85.86,70,95,10.13
324,Rapu-Rapu,PH,2022-01-27 03:41:14,13.1866,124.1256,80.51,84,94,12.33
325,Severnoye,RU,2022-01-27 03:41:15,56.3491,78.3619,-9.92,100,100,5.06
326,Axim,GH,2022-01-27 03:41:15,4.8699,-2.2405,77.61,87,2,1.97
327,Santa Lucia,ES,2022-01-27 03:41:15,27.9117,-15.5407,52.92,77,40,11.5
328,Ous,RU,2022-01-27 03:41:16,60.9058,61.5186,5.85,96,100,3.2
329,Bilma,NE,2022-01-27 03:41:16,18.6853,12.9164,50.13,42,7,8.57
330,Miri,MY,2022-01-27 03:38:29,4.4148,114.0089,80.74,89,40,4.61
331,Fallon,US,2022-01-27 03:37:06,39.4735,-118.7774,33.28,64,0,6.91
332,Bac Lieu,VN,2022-01-27 03:41:17,9.285,105.7244,83.01,66,95,8.93
333,Ust-Kut,RU,2022-01-27 03:41:17,56.7938,105.7672,1.58,94,93,1.34
334,Burnie,AU,2022-01-27 03:41:18,-41.0667,145.9167,67.91,98,100,11.27
335,La Macarena,CO,2022-01-27 03:41:18,2.1837,-73.7849,76.55,71,100,1.39
336,Katherine,AU,2022-01-27 03:36:40,-14.4667,132.2667,80.92,83,99,11.5
337,Wahpeton,US,2022-01-27 03:41:19,46.2652,-96.6059,35.82,80,100,24.16
338,Airai,TL,2022-01-27 03:41:19,-8.9266,125.4092,73.27,63,87,5.66
339,Luderitz,NA,2022-01-27 03:41:20,-26.6481,15.1594,66.94,75,3,19.55
340,Dakar,SN,2022-01-27 03:40:48,14.6937,-17.4441,71.73,83,99,13.8
341,Yumen,CN,2022-01-27 03:41:20,40.2833,97.2,24.87,35,90,10.0
342,Parakou,BJ,2022-01-27 03:41:21,9.3372,2.6303,68.25,21,0,2.75
343,Khed Brahma,IN,2022-01-27 03:41:21,24.0333,73.05,61.65,33,0,5.61
344,Svetlaya,RU,2022-01-27 03:41:21,46.5389,138.3297,20.34,58,38,4.79
345,Coquimbo,CL,2022-01-27 03:41:22,-29.9533,-71.3436,60.53,82,0,3.44
346,Taua,BR,2022-01-27 03:41:22,-5.9667,-40.3,70.77,87,100,6.26
347,Maniitsoq,GL,2022-01-27 03:41:23,65.4167,-52.9,14.38,91,100,7.07
348,Cairns,AU,2022-01-27 03:41:23,-16.9167,145.7667,85.95,70,100,5.75
349,Dudinka,RU,2022-01-27 03:41:23,69.4058,86.1778,1.62,95,100,24.83
350,Aykhal,RU,2022-01-27 03:41:24,66.0,111.5,-3.84,80,74,7.96
351,Chor,PK,2022-01-27 03:41:24,25.5167,69.7667,62.56,16,0,5.39
352,San Ignacio,BZ,2022-01-27 03:41:25,17.1561,-89.0714,71.74,100,20,0.0
353,Port Blair,IN,2022-01-27 03:41:25,11.6667,92.75,82.44,69,40,10.36
354,Mikumi,TZ,2022-01-27 03:41:25,-7.4041,36.9831,70.12,97,100,3.47
355,Sabzevar,IR,2022-01-27 03:41:26,36.2126,57.6819,36.68,65,40,9.22
356,Vila Franca Do Campo,PT,2022-01-27 03:36:53,37.7167,-25.4333,58.19,80,18,8.61
357,Marawi,PH,2022-01-27 03:37:01,7.9986,124.2928,73.65,69,66,2.39
358,Omboue,GA,2022-01-27 03:41:27,-1.5746,9.2618,76.95,88,95,6.44
359,Bafia,CM,2022-01-27 03:41:27,4.75,11.2333,63.12,67,100,0.92
360,Graaff-Reinet,ZA,2022-01-27 03:41:28,-32.2522,24.5308,63.91,91,36,1.54
361,Salinas,US,2022-01-27 03:38:58,36.6777,-121.6555,55.98,78,0,4.61
362,Saint-Paul,RE,2022-01-27 03:41:28,-21.0096,55.2707,77.09,62,3,3.27
363,Inta,RU,2022-01-27 03:41:29,66.0317,60.1659,7.36,98,97,5.12
364,Petropavlovskaya,RU,2022-01-27 03:41:29,45.0819,40.4512,25.97,98,100,3.6
365,Acheng,CN,2022-01-27 03:41:30,45.5454,126.977,4.93,89,100,5.5
366,Afua,BR,2022-01-27 03:38:09,-0.1567,-50.3867,73.81,94,91,3.6
367,Kaoma,ZM,2022-01-27 03:41:30,-14.7833,24.8,62.8,98,100,6.38
368,Miyang,CN,2022-01-27 03:41:31,24.4042,103.4428,59.27,80,85,8.1
369,Castanos,MX,2022-01-27 03:41:31,26.7833,-101.4167,50.34,87,85,2.98
370,Farafangana,MG,2022-01-27 03:41:31,-22.8167,47.8333,74.19,81,96,6.17
371,Medyn,RU,2022-01-27 03:41:32,54.9692,35.8586,15.73,100,100,3.6
372,Lufilufi,WS,2022-01-27 03:41:32,-13.8745,-171.5986,82.18,78,29,13.78
373,General Cepeda,MX,2022-01-27 03:41:33,25.3833,-101.45,44.01,80,14,4.47
374,Codrington,AU,2022-01-27 03:38:42,-38.2667,141.9667,74.39,89,50,10.36
375,Okhotsk,RU,2022-01-27 03:41:33,59.3833,143.3,-2.18,77,100,17.36
376,Lucapa,AO,2022-01-27 03:41:34,-8.4192,20.7447,63.46,96,100,2.33
377,Garowe,SO,2022-01-27 03:41:34,8.4054,48.4845,61.63,79,76,7.58
378,Port Hawkesbury,CA,2022-01-27 03:41:35,45.6169,-61.3485,20.79,88,100,7.0
379,Fort Nelson,CA,2022-01-27 03:41:24,58.8053,-122.7002,24.39,93,100,0.0
380,Katsuura,JP,2022-01-27 03:36:51,35.1333,140.3,53.19,58,100,11.01
381,Tabou,CI,2022-01-27 03:41:35,4.423,-7.3528,78.17,82,13,4.94
382,Akdepe,TM,2022-01-27 03:41:36,42.0551,59.3788,19.49,75,3,11.1
383,Mastic,US,2022-01-27 03:41:36,40.802,-72.8409,21.97,50,0,5.75
384,Broome,US,2022-01-27 03:36:58,42.2506,-75.833,7.54,78,11,1.01
385,Mackenzie,CA,2022-01-27 03:37:13,55.2999,-123.1698,17.82,93,75,2.3
386,Cocorit,MX,2022-01-27 03:41:37,27.5833,-109.9667,61.5,47,88,5.59
387,Ende,ID,2022-01-27 03:41:37,-8.8432,121.6623,84.52,78,99,4.68
388,Lagos,NG,2022-01-27 03:39:25,6.5833,3.75,75.52,96,17,1.68
389,Smithers,CA,2022-01-27 03:41:38,54.7804,-127.1743,25.12,93,75,3.44
390,Aloleng,PH,2022-01-27 03:41:38,16.1307,119.7824,86.79,61,75,7.81
391,Warud,IN,2022-01-27 03:41:39,21.4667,78.2667,61.25,37,0,5.77
392,Soure,BR,2022-01-27 03:41:39,-0.7167,-48.5233,76.78,88,100,5.57
393,Basco,PH,2022-01-27 03:41:40,20.4487,121.9702,75.11,84,100,22.06
394,Fremont,US,2022-01-27 03:37:03,37.5483,-121.9886,57.04,78,0,1.99
395,Akcaabat,TR,2022-01-27 03:37:04,41.0212,39.5715,37.27,93,75,9.22
396,Clarksburg,US,2022-01-27 03:41:18,39.2807,-80.3445,11.08,82,0,0.0
397,Leh,IN,2022-01-27 03:39:20,34.1667,77.5833,-2.52,86,99,2.86
398,Ucluelet,CA,2022-01-27 03:38:44,48.9329,-125.5528,41.92,78,49,4.34
399,Mareeba,AU,2022-01-27 03:41:41,-17.0,145.4333,81.32,90,98,1.99
400,Kaka,TM,2022-01-27 03:41:41,37.3482,59.6143,46.99,34,47,5.06
401,Nangomba,TZ,2022-01-27 03:41:42,-10.9,38.5,70.92,93,100,2.24
402,Leshukonskoye,RU,2022-01-27 03:41:42,64.8989,45.7622,-2.94,100,97,4.79
403,Amapa,BR,2022-01-27 03:41:43,1.0,-52.0,70.14,99,71,1.32
404,Husavik,IS,2022-01-27 03:37:32,66.0449,-17.3389,31.91,77,100,3.98
405,Carauari,BR,2022-01-27 03:41:44,-4.8828,-66.8958,72.54,99,92,1.9
406,Kijang,KR,2022-01-27 03:41:44,35.2442,129.2139,46.13,31,14,1.66
407,Chokurdakh,RU,2022-01-27 03:41:44,70.6333,147.9167,-27.09,95,33,12.59
408,Biltine,TD,2022-01-27 03:41:45,14.5333,20.9167,60.15,24,27,20.56
409,San Policarpo,PH,2022-01-27 03:41:45,12.1791,125.5072,82.24,74,60,14.16
410,Urengoy,RU,2022-01-27 03:41:46,65.9667,78.3667,-3.28,98,100,10.51
411,San Cristobal,VE,2022-01-27 03:38:10,7.7669,-72.225,71.78,88,95,1.41
412,Alice Springs,AU,2022-01-27 03:41:46,-23.7,133.8833,90.95,46,32,6.91
413,Samarai,PG,2022-01-27 03:41:47,-10.6167,150.6667,83.86,75,100,2.51
414,Zahir Pir,PK,2022-01-27 03:41:47,28.8124,70.524,59.95,21,0,3.31
415,Las Guacamayas,MX,2022-01-27 03:41:47,18.0167,-102.2167,73.49,79,44,1.45
416,Komsomolskiy,UZ,2022-01-27 03:41:48,40.4272,71.7189,31.42,74,0,4.61
417,Praya,CV,2022-01-27 03:41:48,14.9215,-23.5087,70.34,78,75,25.32
418,Kaspiyskiy,RU,2022-01-27 03:41:49,45.3929,47.3707,30.06,93,100,9.26
419,Tongliao,CN,2022-01-27 03:37:44,43.6125,122.2653,14.07,73,3,8.97
420,Ijuin,JP,2022-01-27 03:41:49,31.6167,130.4,51.91,70,100,5.1
421,Shelton,US,2022-01-27 03:41:50,41.3165,-73.0932,22.01,53,0,1.01
422,Dauphin,CA,2022-01-27 03:37:32,51.1494,-100.0502,17.74,93,100,20.71
423,Jelenia Gora,PL,2022-01-27 03:41:50,50.8997,15.729,34.54,92,100,8.05
424,Ormara,PK,2022-01-27 03:41:51,25.2088,64.6357,65.77,38,0,3.58
425,Altamira,BR,2022-01-27 03:38:43,-3.2033,-52.2064,71.19,95,100,1.66
426,Abnub,EG,2022-01-27 03:41:52,27.2696,31.1511,39.42,63,0,7.29
427,San Andres,CO,2022-01-27 03:41:52,12.5847,-81.7006,80.62,69,75,9.22
428,Abatskoye,RU,2022-01-27 03:41:52,56.2875,70.4555,2.89,91,100,7.67
429,Gobabis,NA,2022-01-27 03:41:53,-22.45,18.9667,69.19,56,63,8.12
430,Sola,VU,2022-01-27 03:41:53,-13.8833,167.55,88.47,74,40,5.75
431,Zhigansk,RU,2022-01-27 03:41:54,66.7697,123.3711,-19.35,100,68,6.71
432,Oranjemund,NA,2022-01-27 03:40:33,-28.55,16.4333,63.52,87,91,15.17
433,Belmonte,BR,2022-01-27 03:41:54,-15.8631,-38.8828,73.9,86,99,5.1
434,Valparaiso,CL,2022-01-27 03:41:55,-33.0393,-71.6273,59.92,82,0,1.14
435,Tevaitoa,PF,2022-01-27 03:41:55,-16.7833,-151.5,80.91,78,16,18.59
436,Nemuro,JP,2022-01-27 03:41:55,43.3236,145.575,27.03,88,100,17.34
437,Shimoda,JP,2022-01-27 03:41:56,34.6667,138.95,55.51,68,100,7.81
438,Inhambane,MZ,2022-01-27 03:38:51,-23.865,35.3833,78.21,85,87,9.1
439,Yen Bai,VN,2022-01-27 03:41:57,21.7,104.8667,75.72,76,85,3.22
440,Sortavala,RU,2022-01-27 03:41:57,61.7053,30.6918,25.18,96,100,10.54
441,Conway,US,2022-01-27 03:38:35,35.0887,-92.4421,31.37,50,97,3.0
442,San Luis,AR,2022-01-27 03:41:58,-33.295,-66.3356,68.22,80,80,26.06
443,Ugoofaaru,MV,2022-01-27 03:41:58,5.6667,73.0,79.09,61,100,9.37
444,Wichita,US,2022-01-27 03:41:21,37.6922,-97.3375,31.01,77,100,5.99
445,Egvekinot,RU,2022-01-27 03:42:00,66.3167,-179.1667,-10.93,96,100,1.97
446,Porto Santo,PT,2022-01-27 03:42:00,33.072,-16.3415,58.3,72,75,9.22
447,Forest Hills,US,2022-01-27 03:42:01,42.9595,-85.4898,12.69,61,40,1.99
448,Gorontalo,ID,2022-01-27 03:42:02,0.5412,123.0595,89.76,58,82,3.8
449,Puerto Penasco,MX,2022-01-27 03:42:02,31.3167,-113.5333,59.92,64,98,10.98
450,Kirsanov,RU,2022-01-27 03:42:04,52.6549,42.7224,-5.71,100,100,4.34
451,Starkville,US,2022-01-27 03:39:41,33.4504,-88.8184,33.24,55,1,5.12
452,Mocuba,MZ,2022-01-27 03:42:05,-16.8392,36.9856,72.91,92,100,4.29
453,Cooma,AU,2022-01-27 03:39:07,-36.2333,149.1333,78.57,41,68,14.97
454,Presidencia Roque Saenz Pena,AR,2022-01-27 03:42:08,-26.7852,-60.4388,78.93,69,49,5.77
455,Denia,ES,2022-01-27 03:42:08,38.8408,0.1057,46.54,87,6,1.99
456,Constitucion,CL,2022-01-27 03:38:45,-35.3333,-72.4167,56.75,93,7,4.29
457,Half Moon Bay,US,2022-01-27 03:42:09,37.4636,-122.4286,57.02,76,0,3.44
458,Linxia,CN,2022-01-27 03:42:10,35.6003,103.2064,20.79,89,100,5.08
459,Kindersley,CA,2022-01-27 03:42:11,51.4668,-109.1682,31.78,86,100,21.85
460,Cartagena,CO,2022-01-27 03:38:28,10.3997,-75.5144,78.42,78,0,5.75
461,Dabwali,IN,2022-01-27 03:42:11,29.95,74.7333,54.72,43,0,4.52
462,Ouesso,CG,2022-01-27 03:42:12,1.6136,16.0517,65.05,39,22,0.78
463,Cabedelo,BR,2022-01-27 03:42:12,-6.9811,-34.8339,75.87,82,87,9.95
464,Mizdah,LY,2022-01-27 03:42:14,31.4451,12.9801,38.39,77,11,2.28
465,Montpelier,US,2022-01-27 03:39:50,44.2601,-72.5754,-4.02,72,0,0.0
466,Khorixas,NA,2022-01-27 03:42:15,-20.3667,14.9667,74.88,56,92,2.55
467,Magaria,NE,2022-01-27 03:42:15,12.9983,8.9099,56.48,24,0,10.85
468,Dandong,CN,2022-01-27 03:42:16,40.1292,124.3947,28.04,31,5,13.33
469,Rapid City,US,2022-01-27 03:42:16,44.0805,-103.231,36.14,58,20,5.99
470,Cotonou,BJ,2022-01-27 03:42:17,6.3654,2.4183,75.18,78,0,1.14
471,Kruisfontein,ZA,2022-01-27 03:42:17,-34.0033,24.7314,63.88,95,57,3.11
472,Galesong,ID,2022-01-27 03:42:18,-5.3166,119.3661,87.82,71,100,9.53
473,Saint George,US,2022-01-27 03:42:18,37.1041,-113.5841,44.35,39,0,1.01
474,Cap-Aux-Meules,CA,2022-01-27 03:42:19,47.3821,-61.8597,14.05,73,100,17.27
475,Kajaani,FI,2022-01-27 03:42:19,64.2273,27.7285,24.85,93,100,4.61
476,Karlskoga,SE,2022-01-27 03:42:20,59.3267,14.5239,39.06,97,99,10.13
477,Krasnogorskiy,RU,2022-01-27 03:42:21,54.6025,61.231,12.47,90,100,11.59
478,Okha,RU,2022-01-27 03:42:21,53.5739,142.9478,-3.96,88,47,12.93
479,Nagato,JP,2022-01-27 03:42:22,34.3833,131.2,53.2,53,73,6.17
480,Teahupoo,PF,2022-01-27 03:42:22,-17.8333,-149.2667,78.76,78,45,16.06
481,Deloraine,AU,2022-01-27 03:42:23,-41.5333,146.6667,68.79,15,100,0.49
482,Jablanica,BA,2022-01-27 03:42:23,43.6603,17.7617,21.33,84,35,3.58
483,Sinnamary,GF,2022-01-27 03:42:24,5.3833,-52.95,74.52,90,21,5.46
484,Alzamay,RU,2022-01-27 03:42:24,55.5562,98.6644,8.56,89,100,2.1
485,Bunia,CD,2022-01-27 03:42:26,1.5667,30.25,65.93,46,100,2.51
486,Phan Thiet,VN,2022-01-27 03:38:23,10.9333,108.1,85.95,53,72,6.08
487,Puerto Escondido,MX,2022-01-27 03:42:27,15.85,-97.0667,79.63,73,20,0.0
488,Burgeo,CA,2022-01-27 03:42:27,47.6167,-57.6152,17.13,80,100,11.88
489,Tanushimaru,JP,2022-01-27 03:42:28,33.35,130.6833,57.11,47,84,4.18
490,Shitanjing,CN,2022-01-27 03:42:28,39.2342,106.3439,22.44,44,90,3.02
491,Jumla,NP,2022-01-27 03:38:04,29.2747,82.1838,36.9,41,3,1.28
492,Viedma,AR,2022-01-27 03:42:29,-40.8135,-62.9967,59.59,65,0,1.61
493,Rakai,UG,2022-01-27 03:42:30,-0.72,31.4839,60.66,78,94,3.44
494,Plaeng Yao,TH,2022-01-27 03:42:30,13.5847,101.284,90.75,92,14,1.03
495,Aberystwyth,GB,2022-01-27 03:41:26,52.4155,-4.0829,51.3,98,100,19.73
496,Buluang,PH,2022-01-27 03:42:31,13.3068,123.3425,84.72,73,90,3.0
497,Thunder Bay,CA,2022-01-27 03:42:32,48.4001,-89.3168,20.55,79,100,11.5
498,Chegdomyn,RU,2022-01-27 03:42:32,51.1167,133.0167,-2.06,89,99,2.01
499,Yenagoa,NG,2022-01-27 03:42:33,4.9247,6.2642,73.06,92,14,3.42
500,Kut Chap,TH,2022-01-27 03:42:34,17.4257,102.5669,87.76,33,3,4.14
501,Chenzhou,CN,2022-01-27 03:42:34,25.8,113.0333,42.17,94,100,5.39
502,Ajdabiya,LY,2022-01-27 03:42:35,30.7554,20.2263,52.16,65,100,5.53
503,Nyagan,RU,2022-01-27 03:42:35,62.1406,65.3936,0.77,98,96,3.74
504,Narasannapeta,IN,2022-01-27 03:42:36,18.4167,84.05,73.6,53,1,6.93
505,Rio Gallegos,AR,2022-01-27 03:42:36,-51.6226,-69.2181,57.25,54,0,13.8
506,Natal,BR,2022-01-27 03:42:36,-5.795,-35.2094,79.02,89,75,3.44
507,Yuzhne,UA,2022-01-27 03:42:37,46.6221,31.1013,19.62,73,100,6.82
508,Gornyy,RU,2022-01-27 03:42:37,55.1153,83.9059,-5.21,97,87,4.83
509,Barra Patuca,HN,2022-01-27 03:42:38,15.8,-84.2833,76.05,79,24,6.33
510,Trinidad,BO,2022-01-27 03:42:38,-14.8333,-64.9,75.96,88,100,4.81
511,Bulgan,MN,2022-01-27 03:42:38,48.8125,103.5347,2.75,75,6,1.32
512,Catuday,PH,2022-01-27 03:42:39,16.2923,119.8062,83.23,65,66,9.57
513,Saint-Joseph,RE,2022-01-27 03:42:39,-21.3667,55.6167,75.56,61,19,6.98
514,Venice,US,2022-01-27 03:38:21,27.0998,-82.4543,63.99,94,100,11.5
515,Phangnga,TH,2022-01-27 03:42:40,8.4509,98.5298,88.83,45,10,3.38
516,Svetlogorsk,BY,2022-01-27 03:42:40,52.6333,29.7333,17.73,96,98,7.78
517,Ostersund,SE,2022-01-27 03:42:41,63.1792,14.6357,30.65,86,75,8.05
518,Bereda,ES,2022-01-27 03:42:41,43.2686,-7.5406,39.15,100,28,1.77
519,Remedios,CU,2022-01-27 03:42:42,22.4947,-79.5458,68.92,81,0,3.13
520,Asau,RO,2022-01-27 03:37:52,46.4333,26.4,27.52,85,92,6.8
521,Le Havre,FR,2022-01-27 03:42:42,49.4938,0.1077,44.35,84,100,14.97
522,Durazno,UY,2022-01-27 03:42:43,-33.4131,-56.5006,64.83,83,100,19.73
523,Bima,ID,2022-01-27 03:42:43,-8.4667,118.7167,87.19,69,100,2.75
524,Itaituba,BR,2022-01-27 03:42:43,-4.2761,-55.9836,72.86,99,100,2.39
